refdes	footprint	value	mfg	mfg_PN	vendor	vendor_PN	price	documentation	source	comment	
C753	CAPAE400X530N____.fp	1uF/50V	Samwha	RC1H105M04005VR	Conrad	421551	0.15	unknown	unknown	unknown	
R761	TRIM_Panasonic_EVM1D__.fp	10k	Panasonic	EVM1D	Conrad	421041	0.63	unknown	unknown	unknown	
R760	RESC3216N____.fp	1M	Yageo	RC1206JR-071ML	Conrad	402907	0.10	unknown	unknown	unknown	
D753	DIOMELF3216X16N____.fp	LL4148	Diotec	LL4148	Conrad	140902	0.10	unknown	unknown	unknown	
D754	DIOMELF3216X16N____.fp	LL4148	Diotec	LL4148	Conrad	140902	0.10	unknown	unknown	unknown	
R758	RESC3216N____.fp	15k	Yageo	RC1206JR-0715kL	Conrad	402680	0.10	unknown	unknown	unknown	
R759	RESC3216N____.fp	1k	Yageo	RC1206JR-071kL	Conrad	402540	0.10	unknown	unknown	unknown	
D752	DIOMELF3216X16N____.fp	LL4148	Diotec	LL4148	Conrad	140902	0.10	unknown	unknown	unknown	
D751	DIOMELF3216X16N____.fp	LL4148	Diotec	LL4148	Conrad	140902	0.10	unknown	unknown	unknown	
R757	RESC3216N____.fp	10k	Yageo	RC1206JR-0710kL	Conrad	402664	0.10	unknown	unknown	unknown	
R711	TRIM_Panasonic_EVM1D__.fp	10k	Panasonic	EVM1D	Conrad	421041	0.63	unknown	unknown	unknown	
R710	RESC3216N____.fp	1M	Yageo	RC1206JR-071ML	Conrad	402907	0.10	unknown	unknown	unknown	
D703	DIOMELF3216X16N____.fp	LL4148	Diotec	LL4148	Conrad	140902	0.10	unknown	unknown	unknown	
D704	DIOMELF3216X16N____.fp	LL4148	Diotec	LL4148	Conrad	140902	0.10	unknown	unknown	unknown	
R708	RESC3216N____.fp	15k	Yageo	RC1206JR-0715kL	Conrad	402680	0.10	unknown	unknown	unknown	
R709	RESC3216N____.fp	1k	Yageo	RC1206JR-071kL	Conrad	402540	0.10	unknown	unknown	unknown	
D702	DIOMELF3216X16N____.fp	LL4148	Diotec	LL4148	Conrad	140902	0.10	unknown	unknown	unknown	
D701	DIOMELF3216X16N____.fp	LL4148	Diotec	LL4148	Conrad	140902	0.10	unknown	unknown	unknown	
R707	RESC3216N____.fp	10k	Yageo	RC1206JR-0710kL	Conrad	402664	0.10	unknown	unknown	unknown	
R704	TRIM_Panasonic_EVM1D__.fp	5k	Panasonic	EVM1D	Conrad	421028	0.63	unknown	unknown	unknown	
R703	RESC3216N____.fp	2k2	Yageo	RC1206JR-072k2L	Conrad	402583	0.10	unknown	unknown	unknown	
R705	RESC3216N____.fp	100k	Yageo	RC1206JR-07100kL	Conrad	402788	0.10	unknown	unknown	unknown	
R706	RESC3216N____.fp	68k	Yageo	RC1206JR-0768kL	Conrad	402761	0.10	unknown	unknown	unknown	
C702	CAPC3216N____.fp	47nF	Yageo	CC1206KRX7R9BN473	Conrad	445149	0.14	unknown	unknown	unknown	
C701	CAPC3216N____.fp	47nF	Yageo	CC1206KRX7R9BN473	Conrad	445149	0.14	unknown	unknown	unknown	
R702	RESC3216N____.fp	6k8	Yageo	RC1206JR-076k8L	Conrad	402648	0.10	unknown	unknown	unknown	
R701	RESC3216N____.fp	10k	Yageo	RC1206JR-0710kL	Conrad	402664	0.10	unknown	unknown	unknown	
